[Sys Thread: 72] INFO | 07-02-2025 12:52:51.854 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 72] INFO | 07-02-2025 12:52:51.854 | Installed Printers Count :3
[Sys Thread: 72] INFO | 07-02-2025 12:52:51.870 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 72] INFO | 07-02-2025 12:52:51.870 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.56] INFO | 07-02-2025 12:52:53.650 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 07-02-2025 12:52:53.650 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 07-02-2025 12:52:53.650 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 07-02-2025 12:52:53.963 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.57] INFO | 07-02-2025 12:52:59.165 | Common:: DecodeBase64 START
[System: 192.168.1.57] INFO | 07-02-2025 12:52:59.165 | Common:: deCodeLevel1 START
[System: 192.168.1.57] INFO | 07-02-2025 12:52:59.165 | Common:: DecodeBase64 START
[System: 192.168.1.57] ERROR | 07-02-2025 12:52:59.446 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 07-02-2025 12:53:45.315 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 07-02-2025 12:53:45.315 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 07-02-2025 12:53:45.315 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 07-02-2025 12:53:45.440 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.57] INFO | 07-02-2025 12:53:59.158 | Common:: DecodeBase64 START
[System: 192.168.1.57] INFO | 07-02-2025 12:53:59.158 | Common:: deCodeLevel1 START
[System: 192.168.1.57] INFO | 07-02-2025 12:53:59.158 | Common:: DecodeBase64 START
[System: 192.168.1.57] ERROR | 07-02-2025 12:53:59.267 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.99] INFO | 07-02-2025 12:54:09.906 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:09.906 | Common:: deCodeLevel1 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:09.906 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:09.906 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:09.906 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:09.906 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.99] ERROR | 07-02-2025 12:54:09.953 | AdminController:: GetUserDetails Error   at System.Data.RBTree`1.GetNodeByIndex(Int32 userIndex)
   at System.Data.DataRowCollection.get_Item(Int32 index)
   at PactRevenUWebapi2._0.Controllers.PactRequestTokenController.GetClientUserDetails(RequestObj Reqobj)
[System: 192.168.1.99] INFO | 07-02-2025 12:54:16.904 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:16.904 | Common:: deCodeLevel1 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:16.904 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:16.904 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:16.904 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:16.904 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.99] INFO | 07-02-2025 12:54:16.951 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 07-02-2025 12:54:16.951 | isValidUser:: False
[System: 192.168.1.99] INFO | 07-02-2025 12:54:16.951 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.99] INFO | 07-02-2025 12:54:17.014 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:17.014 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:17.014 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 07-02-2025 12:54:17.014 | isValidUser:: False
[System: 192.168.1.99] INFO | 07-02-2025 12:54:17.014 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.500 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.500 | Common:: deCodeLevel1 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.500 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.500 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.500 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.578 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.578 | isValidUser:: False
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.578 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.594 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.594 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.594 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.594 | isValidUser:: False
[System: 192.168.1.99] INFO | 07-02-2025 12:54:22.594 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.99] INFO | 07-02-2025 12:54:28.922 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:28.922 | Common:: deCodeLevel1 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:28.922 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:28.922 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:28.922 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.99] INFO | 07-02-2025 12:54:28.969 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 07-02-2025 12:54:28.969 | isValidUser:: True
[System: 192.168.1.99] INFO | 07-02-2025 12:54:28.969 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.99] INFO | 07-02-2025 12:54:29.000 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:29.000 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:29.000 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 07-02-2025 12:54:29.000 | isValidUser:: True
[System: 192.168.1.99] INFO | 07-02-2025 12:54:29.000 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.99] INFO | 07-02-2025 12:54:32.865 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:32.865 | Common:: deCodeLevel1 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:32.865 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:32.865 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:32.865 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.56] INFO | 07-02-2025 12:54:45.317 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 07-02-2025 12:54:45.317 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 07-02-2025 12:54:45.317 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 07-02-2025 12:54:45.442 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.99] INFO | 07-02-2025 12:54:48.383 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.99] INFO | 07-02-2025 12:54:48.445 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:48.445 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-02-2025 12:54:48.445 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 07-02-2025 12:54:48.445 | isValidUser:: True
[System: 192.168.1.99] INFO | 07-02-2025 12:54:48.445 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.99] ERROR | 07-02-2025 12:54:48.492 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.99] INFO | 07-02-2025 12:54:48.508 | Administration:: Entering InitLoginSession
[System: 192.168.1.99] INFO | 07-02-2025 12:54:48.633 | Administration:: Entering AllowSession  1
[System: 192.168.1.99] INFO | 07-02-2025 12:54:48.649 | Administration:: Entering AllowSession  end
[System: 192.168.1.99] ERROR | 07-02-2025 12:54:48.649 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.99] ERROR | 07-02-2025 12:54:49.249 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
