[Sys Thread: 1] INFO | 06-18-2025 10:09:53.621 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 1] INFO | 06-18-2025 10:09:53.636 | Installed Printers Count :3
[Sys Thread: 1] INFO | 06-18-2025 10:09:53.636 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 1] INFO | 06-18-2025 10:09:53.636 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.56] INFO | 06-18-2025 10:09:57.483 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:09:57.483 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:09:57.483 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:09:57.483 | Common:: IsBase64 Checking START
[System: 192.168.1.56] INFO | 06-18-2025 10:09:58.343 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.56] INFO | 06-18-2025 10:09:58.499 | Administration:: Entering LDAPChecking
[System: 192.168.1.56] INFO | 06-18-2025 10:09:58.499 | isValidUser:: False
[System: 192.168.1.56] INFO | 06-18-2025 10:09:58.499 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.56] INFO | 06-18-2025 10:09:58.640 | Common:: IsBase64 Checking START
[System: 192.168.1.56] INFO | 06-18-2025 10:09:58.640 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:09:58.640 | Administration:: Entering LDAPChecking
[System: 192.168.1.56] INFO | 06-18-2025 10:09:58.640 | isValidUser:: True
[System: 192.168.1.56] INFO | 06-18-2025 10:09:58.640 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.56] INFO | 06-18-2025 10:10:02.831 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:02.831 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:02.831 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:02.846 | Common:: IsBase64 Checking START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:02.846 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.56] INFO | 06-18-2025 10:10:03.018 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.56] INFO | 06-18-2025 10:10:03.034 | Common:: IsBase64 Checking START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:03.049 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:03.049 | Administration:: Entering LDAPChecking
[System: 192.168.1.56] INFO | 06-18-2025 10:10:03.049 | isValidUser:: True
[System: 192.168.1.56] INFO | 06-18-2025 10:10:03.049 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:03.221 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:10:03.237 | Administration:: Entering InitLoginSession
[System: 192.168.1.56] INFO | 06-18-2025 10:10:03.253 | Administration:: Entering AllowSession  1
[System: 192.168.1.56] INFO | 06-18-2025 10:10:03.253 | Administration:: Entering AllowSession  end
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:03.253 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:03.424 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.003 | RibbonGenerator:: GetRibbonViewWeb
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.003 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.018 | RibbonGenerator:: Inside GetRibbonView
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.221 | RibbonGenerator:: Success: GetRibbonView
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.221 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.425 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.472 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.503 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.518 | Administration:: Entering GetUserDetails
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.565 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.581 | Administration:: Exiting GetUserDetails
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.581 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.643 | Administration:: Entering GetUserDetails
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.674 | Administration:: Exiting GetUserDetails
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.674 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.752 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.752 | ReportLayout:: GetDataSet START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.784 | ReportLayout:: GetDataSet END
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.784 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.831 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.831 | ReportLayout:: GetDataSet START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.831 | ReportLayout:: GetDataSet END
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.831 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.846 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.846 | ReportLayout:: GetDataSet START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.924 | ReportLayout:: GetDataSet END
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.924 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.940 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.940 | ReportLayout:: GetDataSet START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.940 | ReportLayout:: GetDataSet END
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:06.940 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.971 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.971 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:10:06.987 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:07.212 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:07.320 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:10:07.351 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:11:31.455 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:11:31.455 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:11:31.455 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 06-18-2025 10:11:31.502 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 06-18-2025 10:11:34.177 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:12:18.367 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:12:18.367 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:12:18.367 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 06-18-2025 10:12:18.398 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:13:23.244 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:13:23.244 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:13:23.244 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 06-18-2025 10:13:23.291 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:21:32.986 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:21:32.986 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:21:32.986 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 06-18-2025 10:21:33.017 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:21:33.033 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:22:06.972 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:22:06.972 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:22:06.972 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 06-18-2025 10:22:07.019 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:24:18.703 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:18.719 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:18.719 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:18.766 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:26.886 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:26.917 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:26.917 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:26.917 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:26.917 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:26.917 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:26.933 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:26.933 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:27.042 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:27.214 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:27.324 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:27.371 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:27.449 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:27.511 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:27.558 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:27.620 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.667 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.667 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.667 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:27.683 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:27.730 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.777 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.777 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.777 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 06-18-2025 10:24:27.792 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.808 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.808 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.808 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.824 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.824 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.824 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.824 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.824 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.824 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.839 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-18-2025 10:24:27.839 | Common:: deCodeLevel1 START
