[Sys Thread: 1] INFO | 07-03-2025 09:54:51.608 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 1] INFO | 07-03-2025 09:54:51.624 | Installed Printers Count :3
[Sys Thread: 1] INFO | 07-03-2025 09:54:51.624 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 1] INFO | 07-03-2025 09:54:51.624 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.471 | Common:: IsBase64 Checking START
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.487 | Common:: DecodeBase64 START
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.487 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.580 | Administration:: Entering LDAPChecking
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.721 | isValidUser:: True
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.721 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.815 | Common:: DecodeBase64 START
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.815 | Common:: deCodeLevel1 START
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.815 | Common:: DecodeBase64 START
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.815 | Common:: IsBase64 Checking START
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.815 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.862 | Administration:: Entering LDAPChecking
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.862 | isValidUser:: True
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.862 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.940 | Common:: IsBase64 Checking START
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.940 | Common:: DecodeBase64 START
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.940 | Administration:: Entering LDAPChecking
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.940 | isValidUser:: True
[System: 192.168.1.98] INFO | 07-03-2025 09:54:57.940 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.77] INFO | 07-03-2025 09:56:17.855 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 07-03-2025 09:56:17.855 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 07-03-2025 09:56:17.855 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.77] INFO | 07-03-2025 09:56:17.901 | Administration:: Entering LDAPChecking
