[Sys Thread: 52] INFO | 06-26-2025 17:09:24.046 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 52] INFO | 06-26-2025 17:09:24.046 | Installed Printers Count :3
[Sys Thread: 52] INFO | 06-26-2025 17:09:24.046 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 52] INFO | 06-26-2025 17:09:24.046 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.56] INFO | 06-26-2025 17:09:24.624 | Common controller:: Inside BulkEditDetals
[System: 192.168.1.56] INFO | 06-26-2025 17:09:24.655 | Common controller::Exiting BulkEditDetals
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:24.671 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:24.812 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:24.843 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:24.843 | setAuditPrint:: setAuditPrint
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:24.858 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:24.874 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:24.905 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:24.937 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:24.952 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:25.061 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:25.108 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:25.124 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:25.155 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:25.171 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:25.233 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:25.280 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:25.311 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-26-2025 17:09:26.171 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-26-2025 17:09:26.171 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-26-2025 17:09:26.171 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 06-26-2025 17:09:26.296 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
