[Sys Thread: 1] INFO | 07-25-2025 11:17:02.650 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 1] INFO | 07-25-2025 11:17:02.650 | Installed Printers Count :3
[Sys Thread: 1] INFO | 07-25-2025 11:17:02.650 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 1] INFO | 07-25-2025 11:17:02.650 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.77] ERROR | 07-25-2025 11:17:03.791 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] INFO | 07-25-2025 11:17:21.813 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 07-25-2025 11:17:21.813 | Common:: deCodeLevel1 START
[System: 192.168.1.77] INFO | 07-25-2025 11:17:21.813 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 07-25-2025 11:17:21.813 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 07-25-2025 11:17:21.813 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.77] INFO | 07-25-2025 11:17:21.876 | Administration:: Entering LDAPChecking
[System: 192.168.1.77] INFO | 07-25-2025 11:17:21.876 | isValidUser:: True
[System: 192.168.1.77] INFO | 07-25-2025 11:17:21.876 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.77] INFO | 07-25-2025 11:17:22.063 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 07-25-2025 11:17:22.063 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 07-25-2025 11:17:22.063 | Administration:: Entering LDAPChecking
[System: 192.168.1.77] INFO | 07-25-2025 11:17:22.063 | isValidUser:: True
[System: 192.168.1.77] INFO | 07-25-2025 11:17:22.063 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.77] INFO | 07-25-2025 11:17:26.938 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 07-25-2025 11:17:26.938 | Common:: deCodeLevel1 START
[System: 192.168.1.77] INFO | 07-25-2025 11:17:26.938 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 07-25-2025 11:17:26.938 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 07-25-2025 11:17:26.938 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.77] INFO | 07-25-2025 11:17:29.889 | AdminController:: Exiting GetUserDetails
