[Sys Thread: 43] INFO | 06-20-2025 16:46:18.362 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 43] INFO | 06-20-2025 16:46:18.362 | Installed Printers Count :3
[Sys Thread: 43] INFO | 06-20-2025 16:46:18.362 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 43] INFO | 06-20-2025 16:46:18.362 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.73] INFO | 06-20-2025 16:46:20.174 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 06-20-2025 16:46:20.174 | Common:: deCodeLevel1 START
[System: 192.168.1.73] INFO | 06-20-2025 16:46:20.174 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 06-20-2025 16:46:20.174 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 06-20-2025 16:46:20.174 | Common:: deCodeLevel1 START
[System: 192.168.1.73] INFO | 06-20-2025 16:46:20.174 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:20.205 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 06-20-2025 16:46:20.205 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 06-20-2025 16:46:20.205 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 06-20-2025 16:46:20.408 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 06-20-2025 16:46:20.549 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
