[Sys Thread: 20] INFO | 07-03-2025 11:19:34.135 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 20] INFO | 07-03-2025 11:19:34.135 | Installed Printers Count :3
[Sys Thread: 20] INFO | 07-03-2025 11:19:34.135 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 20] INFO | 07-03-2025 11:19:34.135 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.416 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.416 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.416 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.479 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.479 | isValidUser:: True
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.479 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.557 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.557 | Common:: deCodeLevel1 START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.557 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.557 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.557 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.635 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.635 | isValidUser:: True
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.635 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.682 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.697 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.697 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.697 | isValidUser:: True
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.697 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.791 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.791 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:34.791 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.432 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.432 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.432 | Common:: deCodeLevel1 START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.432 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.432 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.432 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.463 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.478 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.478 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.478 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.478 | isValidUser:: True
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.478 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.99] ERROR | 07-03-2025 11:19:35.572 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.588 | Administration:: Entering InitLoginSession
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.619 | Administration:: Entering AllowSession  1
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.619 | Administration:: Entering AllowSession  end
[System: 192.168.1.99] ERROR | 07-03-2025 11:19:35.635 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.99] ERROR | 07-03-2025 11:19:35.728 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.99] ERROR | 07-03-2025 11:19:35.744 | RibbonGenerator:: GetRibbonViewWeb
[System: 192.168.1.99] INFO | 07-03-2025 11:19:35.744 | RibbonGenerator:: Inside GetRibbonView
[System: 192.168.1.99] ERROR | 07-03-2025 11:19:35.791 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
