[Sys Thread: 15] INFO | 06-18-2025 15:09:57.252 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 15] INFO | 06-18-2025 15:09:57.267 | Installed Printers Count :3
[Sys Thread: 15] INFO | 06-18-2025 15:09:57.267 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 15] INFO | 06-18-2025 15:09:57.267 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.285 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.285 | Common:: deCodeLevel1 START
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.285 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.285 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.285 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.364 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.364 | isValidUser:: True
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.364 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.504 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.504 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.504 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.504 | isValidUser:: True
[System: 192.168.1.99] INFO | 06-18-2025 15:10:33.504 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.99] INFO | 06-18-2025 15:10:39.835 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 06-18-2025 15:10:39.835 | Common:: deCodeLevel1 START
[System: 192.168.1.99] INFO | 06-18-2025 15:10:39.835 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 06-18-2025 15:10:39.835 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 06-18-2025 15:10:39.835 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.99] INFO | 06-18-2025 15:10:40.983 | AdminController:: Exiting GetUserDetails
