[Sys Thread: 13] INFO | 06-25-2025 11:20:07.194 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 13] INFO | 06-25-2025 11:20:07.194 | Installed Printers Count :3
[Sys Thread: 13] INFO | 06-25-2025 11:20:07.210 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 13] INFO | 06-25-2025 11:20:07.210 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.026 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.042 | Common:: deCodeLevel1 START
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.042 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.042 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.042 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.136 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.136 | isValidUser:: True
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.136 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.276 | Common:: IsBase64 Checking START
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.276 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.276 | Administration:: Entering LDAPChecking
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.276 | isValidUser:: True
[System: 192.168.1.99] INFO | 06-25-2025 11:20:58.276 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.99] INFO | 06-25-2025 11:21:02.956 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 06-25-2025 11:21:02.956 | Common:: deCodeLevel1 START
[System: 192.168.1.99] INFO | 06-25-2025 11:21:02.956 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 06-25-2025 11:21:02.956 | Common:: IsBase64 Checking START
