[Sys Thread: 80] INFO | 06-20-2025 16:46:21.017 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 80] INFO | 06-20-2025 16:46:21.017 | Installed Printers Count :3
[Sys Thread: 80] INFO | 06-20-2025 16:46:21.017 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 80] INFO | 06-20-2025 16:46:21.017 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:22.736 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:22.783 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:29.592 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-20-2025 16:46:29.795 | Common controller:: Inside BulkEditDetals
[System: 192.168.1.56] INFO | 06-20-2025 16:46:29.810 | Common controller::Exiting BulkEditDetals
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:29.826 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-20-2025 16:46:29.826 | Common controller:: Inside BulkEditDetals
[System: 192.168.1.56] INFO | 06-20-2025 16:46:29.842 | Common controller::Exiting BulkEditDetals
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:29.842 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:29.935 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:29.967 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:29.998 | setAuditPrint:: setAuditPrint
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:29.998 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.138 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.185 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.216 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.248 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.263 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.357 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.404 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.420 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.435 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.466 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.545 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.576 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:30.607 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 06-20-2025 16:46:36.994 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 06-20-2025 16:46:36.994 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 06-20-2025 16:46:36.994 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 06-20-2025 16:46:37.010 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 06-20-2025 16:46:38.494 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 06-20-2025 16:46:38.494 | Common:: deCodeLevel1 START
[System: 192.168.1.73] INFO | 06-20-2025 16:46:38.494 | Common:: DecodeBase64 START
