[Sys Thread: 1] INFO | 06-13-2025 09:23:34.045 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 1] INFO | 06-13-2025 09:23:34.045 | Installed Printers Count :3
[Sys Thread: 1] INFO | 06-13-2025 09:23:34.045 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 1] INFO | 06-13-2025 09:23:34.045 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.154 | Common:: DecodeBase64 START
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.154 | Common:: deCodeLevel1 START
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.154 | Common:: DecodeBase64 START
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.154 | Common:: IsBase64 Checking START
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.154 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.248 | Administration:: Entering LDAPChecking
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.248 | isValidUser:: True
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.248 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.341 | Common:: IsBase64 Checking START
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.341 | Common:: DecodeBase64 START
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.341 | Administration:: Entering LDAPChecking
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.341 | isValidUser:: True
[System: 192.168.1.98] INFO | 06-13-2025 09:23:35.341 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.98] INFO | 06-13-2025 09:23:38.977 | Common:: DecodeBase64 START
[System: 192.168.1.98] INFO | 06-13-2025 09:23:38.977 | Common:: deCodeLevel1 START
[System: 192.168.1.98] INFO | 06-13-2025 09:23:38.977 | Common:: DecodeBase64 START
[System: 192.168.1.98] INFO | 06-13-2025 09:23:38.977 | Common:: IsBase64 Checking START
[System: 192.168.1.98] INFO | 06-13-2025 09:23:38.992 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.98] INFO | 06-13-2025 09:23:39.164 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.98] INFO | 06-13-2025 09:23:39.227 | Common:: IsBase64 Checking START
[System: 192.168.1.98] INFO | 06-13-2025 09:23:39.227 | Common:: DecodeBase64 START
[System: 192.168.1.98] INFO | 06-13-2025 09:23:39.227 | Administration:: Entering LDAPChecking
[System: 192.168.1.98] INFO | 06-13-2025 09:23:39.227 | isValidUser:: True
[System: 192.168.1.98] INFO | 06-13-2025 09:23:39.227 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.98] ERROR | 06-13-2025 09:23:39.398 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.98] INFO | 06-13-2025 09:23:39.430 | Administration:: Entering InitLoginSession
[System: 192.168.1.98] INFO | 06-13-2025 09:23:39.446 | Administration:: Entering AllowSession  1
[System: 192.168.1.98] INFO | 06-13-2025 09:23:39.446 | Administration:: Entering AllowSession  end
[System: 192.168.1.98] ERROR | 06-13-2025 09:23:39.446 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
