[Sys Thread: 1] INFO | 07-21-2025 12:13:03.015 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 1] INFO | 07-21-2025 12:13:03.015 | Installed Printers Count :3
[Sys Thread: 1] INFO | 07-21-2025 12:13:03.015 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 1] INFO | 07-21-2025 12:13:03.015 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.79] ERROR | 07-21-2025 12:13:03.452 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 07-21-2025 12:13:03.452 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.207 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.207 | Common:: deCodeLevel1 START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.207 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.207 | Common:: IsBase64 Checking START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.207 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.285 | Administration:: Entering LDAPChecking
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.301 | isValidUser:: True
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.301 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.410 | Common:: IsBase64 Checking START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.410 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.410 | Administration:: Entering LDAPChecking
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.410 | isValidUser:: True
[System: 192.168.1.79] INFO | 07-21-2025 12:18:08.410 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.79] INFO | 07-21-2025 12:18:13.824 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:13.824 | Common:: deCodeLevel1 START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:13.839 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:13.839 | Common:: IsBase64 Checking START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:13.839 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.79] INFO | 07-21-2025 12:18:16.122 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.79] INFO | 07-21-2025 12:18:16.138 | Common:: IsBase64 Checking START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:16.138 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:16.138 | Administration:: Entering LDAPChecking
[System: 192.168.1.79] INFO | 07-21-2025 12:18:16.138 | isValidUser:: True
[System: 192.168.1.79] INFO | 07-21-2025 12:18:16.138 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:16.232 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 07-21-2025 12:18:16.263 | Administration:: Entering InitLoginSession
[System: 192.168.1.79] INFO | 07-21-2025 12:18:16.279 | Administration:: Entering AllowSession  1
[System: 192.168.1.79] INFO | 07-21-2025 12:18:16.279 | Administration:: Entering AllowSession  end
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:16.279 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:16.497 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:16.528 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:16.528 | RibbonGenerator:: GetRibbonViewWeb
[System: 192.168.1.79] INFO | 07-21-2025 12:18:16.544 | RibbonGenerator:: Inside GetRibbonView
[System: 192.168.1.79] INFO | 07-21-2025 12:18:19.797 | RibbonGenerator:: Success: GetRibbonView
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:19.797 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:20.253 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:20.331 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:20.378 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 07-21-2025 12:18:20.394 | Administration:: Entering GetUserDetails
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:21.506 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 07-21-2025 12:18:21.838 | Administration:: Exiting GetUserDetails
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:21.838 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 07-21-2025 12:18:21.885 | Administration:: Entering GetUserDetails
[System: 192.168.1.79] INFO | 07-21-2025 12:18:21.931 | Administration:: Exiting GetUserDetails
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:21.931 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 07-21-2025 12:18:22.041 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:22.041 | ReportLayout:: GetDataSet START
[System: 192.168.1.79] INFO | 07-21-2025 12:18:22.494 | ReportLayout:: GetDataSet END
[System: 192.168.1.79] ERROR | 07-21-2025 12:18:22.494 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
